kind,hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
told+recall+journal,32,1,270,47.8,37.8,33.2,17,22,30,52.6,30.8,715,+10.3,13.2,562.9,9.8
told+recall+journal,32,1,280,44.2,37.2,30.0,17,21,30,55.4,28.6,618,+7.9,14.2,527.4,11.0
told+recall+journal,32,1,290,48.2,41.0,30.8,16,20,27,58.6,43.0,846,+7.0,11.8,539.4,9.4
told+recall+journal,32,1,299,44.4,37.2,32.8,17,21,29,52.6,33.4,708,+10.4,10.9,551.6,9.7
told+recall+journal,32,2,110,27.8,21.4,19.0,23,28,40,70.6,29.8,651,+3.0,29.1,334.4,12.3
told+recall+journal,32,2,120,22.4,18.0,15.0,19,22,30,76.0,38.8,654,+3.1,22.8,289.9,12.5
told+recall+journal,32,2,130,27.6,20.2,16.4,20,26,35,72.2,29.2,776,+3.1,21.5,307.0,12.5
told+recall+journal,32,2,140,22.6,14.4,10.8,22,30,40,77.4,41.8,928,+0.6,20.5,228.8,12.0
told+recall+journal,32,2,150,27.0,21.2,18.6,21,28,39,67.4,30.4,767,+3.3,21.3,330.4,11.3
told+recall+journal,32,2,160,32.4,25.8,17.8,20,24,33,70.4,36.2,810,+2.2,20.5,344.6,11.1
told+recall+journal,32,2,170,31.8,22.6,16.6,20,25,33,72.4,36.4,914,-1.1,17.7,314.0,11.3
told+recall+journal,32,2,180,31.6,28.0,23.0,19,24,31,65.2,30.0,721,+2.9,19.4,401.5,10.2
told+recall+journal,32,2,190,31.0,26.0,20.0,18,22,32,70.8,49.2,905,+3.0,18.7,364.2,10.2
told+recall+journal,32,2,200,41.8,33.4,29.4,18,23,32,59.2,32.0,618,+4.6,20.9,506.6,9.9
told+recall+journal,32,2,210,30.8,24.8,21.2,21,27,36,67.2,26.0,572,+4.4,19.2,373.3,11.7
told+recall+journal,32,2,220,44.2,34.0,29.0,17,22,31,56.6,26.8,576,+4.4,22.2,513.0,10.0
told+recall+journal,32,2,230,30.2,23.6,22.8,19,23,31,69.2,51.6,1160,+10.4,12.4,374.6,9.4
told+recall+journal,32,2,240,42.4,30.4,27.8,18,24,32,65.2,44.6,1548,+11.0,7.5,452.4,7.7
told+recall+journal,32,2,250,47.6,39.6,34.4,17,21,28,55.8,34.2,838,+6.7,3.2,573.8,9.2
told+recall+journal,32,2,260,35.2,32.4,31.0,19,24,33,57.0,31.6,738,+6.7,6.8,494.8,9.6
told+recall+journal,32,2,270,33.2,27.6,26.0,19,24,33,68.4,52.0,996,+9.0,6.5,421.2,9.6
told+recall+journal,32,2,280,44.0,40.6,37.0,18,23,33,53.8,29.8,673,+7.5,9.4,589.2,9.0
told+recall+journal,32,2,290,40.6,36.6,33.0,18,22,29,60.8,47.0,876,+6.3,11.2,525.9,8.3
told+recall+journal,32,2,299,38.4,29.4,24.2,16,21,28,69.0,49.4,932,+3.0,6.4,425.4,10.4
told+recall+journal,32,3,110,24.0,17.2,14.0,21,26,35,75.0,40.6,949,+3.7,15.6,264.0,11.8
told+recall+journal,32,3,120,34.4,24.4,19.0,20,26,43,68.0,33.6,815,+3.9,4.2,350.6,11.1
told+recall+journal,32,3,130,32.2,23.2,17.0,21,27,35,70.6,40.6,982,+3.7,5.8,320.1,11.7
told+recall+journal,32,3,140,31.8,21.0,15.4,22,29,44,72.6,41.0,1055,+7.8,4.6,290.8,11.4
told+recall+journal,32,3,150,37.4,25.0,21.4,20,25,34,69.6,41.4,1034,+5.4,3.3,374.5,10.8
told+recall+journal,32,3,160,49.4,37.8,32.2,20,24,32,57.6,38.0,1185,+12.9,3.8,535.2,8.4
told+recall+journal,32,3,170,51.4,35.0,21.6,18,25,44,63.6,42.6,1335,+2.2,10.5,427.7,10.0
told+recall+journal,32,3,180,54.0,42.0,31.6,18,23,34,58.0,34.2,958,+6.1,9.9,550.9,8.2
told+recall+journal,32,3,190,40.8,33.6,23.6,17,23,33,69.8,47.2,1004,+2.4,5.5,429.5,10.7
told+recall+journal,32,3,200,46.4,33.4,25.2,17,21,28,63.2,43.4,1162,+7.8,7.8,450.3,9.8
told+recall+journal,32,3,210,46.2,35.0,26.0,18,24,34,60.6,37.6,936,+6.6,11.2,472.7,10.0
told+recall+journal,32,3,220,58.4,49.6,39.6,19,23,32,50.8,32.6,1216,+10.3,5.0,646.0,8.3
told+recall+journal,32,3,230,51.0,44.0,38.6,19,25,35,50.8,36.6,876,+11.3,6.3,612.9,8.7
told+recall+journal,32,3,240,46.2,37.4,29.0,20,25,30,57.4,35.0,1141,+7.1,7.0,491.7,9.6
told+recall+journal,32,3,250,41.6,37.2,31.4,18,22,29,57.8,39.6,976,+10.8,7.4,503.0,10.1
told+recall+journal,32,3,260,49.4,45.2,40.8,19,23,31,51.6,36.0,942,+10.9,4.8,637.0,7.5
told+recall+journal,32,3,270,49.8,40.2,30.6,18,23,31,58.0,45.0,1224,+8.4,10.0,527.1,9.1
told+recall+journal,32,3,280,49.0,42.0,34.0,19,22,29,58.4,47.2,1316,+9.4,4.4,554.8,8.1
told+recall+journal,32,3,290,57.2,50.8,44.8,18,21,31,44.8,33.0,1153,+16.8,5.9,702.8,7.2
told+recall+journal,32,3,299,44.0,37.8,34.4,19,24,30,58.0,41.8,1254,+10.0,4.2,535.1,7.6
told+recall+journal,32,4,110,14.0,10.6,9.6,35,43,58,76.0,29.8,696,+3.8,35.0,194.5,12.8
told+recall+journal,32,4,120,11.0,7.2,6.2,28,34,45,83.2,29.8,539,+1.2,32.9,144.2,12.8
told+recall+journal,32,4,130,6.8,5.0,4.2,31,41,51,85.0,35.8,644,+1.8,24.5,106.4,13.7
told+recall+journal,32,4,140,11.0,9.6,8.2,32,42,66,84.2,47.0,801,+3.7,33.7,149.2,12.9
told+recall+journal,32,4,150,10.8,5.8,3.6,28,37,45,84.0,32.4,841,+2.6,23.4,112.9,12.4
told+recall+journal,32,4,160,17.8,9.4,8.0,24,30,42,80.8,41.0,1110,+5.6,17.0,174.5,11.0
told+recall+journal,32,4,170,12.6,8.4,7.6,26,32,41,78.8,26.8,589,+4.5,12.3,171.3,13.3
told+recall+journal,32,4,180,21.2,15.4,13.4,26,34,48,72.6,25.0,724,+5.4,7.9,249.7,11.7
told+recall+journal,32,4,190,11.4,10.6,10.0,30,38,57,78.8,36.6,819,+9.1,10.1,175.9,12.2
told+recall+journal,32,4,200,20.2,14.4,10.8,21,26,36,78.0,40.2,1108,+3.3,9.9,211.8,12.2
told+recall+journal,32,4,210,16.4,13.2,11.8,24,31,45,75.4,43.4,811,+5.0,12.3,213.2,12.3
told+recall+journal,32,4,220,28.2,24.6,21.8,22,26,36,65.6,30.6,686,+8.0,9.3,368.2,11.0
told+recall+journal,32,4,230,24.4,13.4,10.6,21,26,38,78.6,40.4,774,+2.5,4.9,234.6,12.0
told+recall+journal,32,4,240,36.6,23.6,19.4,21,28,38,69.4,38.4,874,+3.7,7.3,359.9,11.0
told+recall+journal,32,4,250,30.2,22.4,17.2,18,22,31,73.2,42.8,890,+6.2,7.1,328.0,11.8
told+recall+journal,32,4,260,30.4,22.4,17.0,19,24,36,71.8,29.6,725,+3.5,8.4,328.1,11.0
told+recall+journal,32,4,270,37.4,27.0,19.2,20,25,32,70.2,39.0,1107,+1.3,10.6,356.5,9.8
told+recall+journal,32,4,280,36.4,30.2,28.0,21,25,31,63.6,29.8,840,+7.0,7.9,458.5,9.1
told+recall+journal,32,4,290,40.0,31.6,24.2,20,23,28,65.6,31.8,809,+6.8,7.6,435.3,9.8
told+recall+journal,32,4,299,37.0,27.2,20.6,19,24,36,68.8,39.0,859,+2.2,4.1,377.1,11.1
told+recall+journal,32,5,110,4.2,0.8,0.4,40,74,74,80.0,31.2,688,-2.7,24.9,92.5,13.3
told+recall+journal,32,5,120,8.8,7.0,3.8,56,74,95,79.8,14.4,578,-2.5,12.1,123.0,13.8
told+recall+journal,32,5,130,8.8,6.8,5.6,47,71,93,77.6,11.8,358,-0.9,23.7,152.9,14.2
told+recall+journal,32,5,140,7.4,6.2,5.6,47,62,90,77.4,27.0,522,-0.4,27.7,142.1,13.3
told+recall+journal,32,5,150,8.0,5.4,4.4,55,73,87,76.4,20.8,429,-1.7,32.0,143.3,12.9
told+recall+journal,32,5,160,11.6,5.8,4.4,51,63,77,76.0,17.6,570,+1.7,18.6,151.0,14.0
told+recall+journal,32,5,170,8.4,5.2,4.2,45,64,79,79.6,24.8,649,+1.8,26.6,128.5,13.0
told+recall+journal,32,5,180,9.2,7.4,6.4,41,59,93,76.0,35.6,777,+1.3,22.4,158.6,13.2
told+recall+journal,32,5,190,7.2,6.4,6.4,49,69,85,80.4,17.8,537,+2.1,34.5,139.5,13.8
told+recall+journal,32,5,200,8.8,8.2,6.2,45,59,75,75.0,17.6,691,+0.8,10.8,160.2,13.8
told+recall+journal,32,5,210,15.6,12.8,11.8,41,55,84,74.4,27.6,771,+4.7,17.0,223.6,11.7
told+recall+journal,32,5,220,13.0,11.8,10.2,44,55,82,73.2,31.2,963,+3.8,13.2,200.8,12.4
told+recall+journal,32,5,230,17.4,14.6,12.6,37,53,82,70.8,28.4,679,+1.9,14.8,237.5,12.2
told+recall+journal,32,5,240,14.0,13.0,10.6,38,47,69,75.2,30.2,786,+2.6,15.8,216.5,12.1
told+recall+journal,32,5,250,14.2,11.4,11.0,36,47,73,76.0,36.2,834,+4.4,5.7,217.6,11.6
told+recall+journal,32,5,260,18.2,15.8,14.8,41,60,77,68.2,23.2,695,+4.4,0.8,266.5,12.4
told+recall+journal,32,5,270,14.8,13.4,12.2,40,61,82,70.8,24.6,733,+4.0,8.9,224.6,12.3
told+recall+journal,32,5,280,18.8,15.8,12.6,35,46,71,72.0,32.6,965,+3.1,6.8,240.7,11.4
told+recall+journal,32,5,290,15.2,12.0,8.4,37,44,62,77.8,29.4,743,+1.6,8.6,196.1,12.1
told+recall+journal,32,5,299,14.6,11.6,7.4,31,51,94,76.8,34.6,934,+1.9,5.5,184.4,11.9
told+recall+journal,32,6,110,32.6,19.8,17.6,24,30,43,68.2,27.8,789,+5.4,14.9,324.6,11.2
told+recall+journal,32,6,120,31.2,23.2,20.2,20,25,33,71.0,46.4,1115,+7.4,11.8,342.7,10.3
told+recall+journal,32,6,130,34.8,22.8,19.8,22,26,36,68.4,31.6,952,+9.5,15.2,353.5,10.7
told+recall+journal,32,6,140,37.0,30.4,25.8,21,27,40,63.4,26.8,739,+3.9,12.0,436.6,10.7
told+recall+journal,32,6,150,37.6,31.8,29.2,20,25,34,63.0,39.6,872,+8.8,8.5,468.8,9.0
told+recall+journal,32,6,160,34.8,28.4,22.6,20,25,30,66.2,32.6,822,+5.8,10.7,402.6,10.5
told+recall+journal,32,6,170,28.6,24.6,20.2,19,25,34,70.2,42.0,1015,+5.8,6.5,349.8,10.2
told+recall+journal,32,6,180,27.8,25.0,23.0,22,25,34,66.6,39.8,769,+10.9,5.3,382.9,10.2
told+recall+journal,32,6,190,42.8,34.8,32.0,24,31,44,54.4,24.6,724,+17.8,3.2,515.2,9.6
told+recall+journal,32,6,200,33.4,28.2,24.4,21,25,33,64.6,34.2,728,+5.9,3.7,415.1,10.6
told+recall+journal,32,6,210,40.8,29.4,25.6,19,24,31,63.6,40.4,872,+10.7,10.2,448.2,9.8
told+recall+journal,32,6,220,35.0,25.6,17.2,19,24,30,72.8,47.2,951,+0.1,11.8,338.4,11.3
told+recall+journal,32,6,230,48.4,38.6,34.2,21,26,31,54.8,26.0,756,+11.0,2.2,563.0,8.8
told+recall+journal,32,6,240,36.0,26.8,24.4,21,28,39,64.2,39.4,986,+8.8,4.3,407.6,10.0
told+recall+journal,32,6,250,36.6,25.6,21.4,20,25,34,64.6,35.2,870,+6.1,8.2,387.4,11.1
told+recall+journal,32,6,260,31.8,23.4,19.0,18,22,28,71.8,51.0,1014,+4.5,6.4,338.8,10.4
told+recall+journal,32,6,270,31.0,27.2,23.4,20,25,32,65.4,45.2,839,+7.2,5.2,390.1,10.7
told+recall+journal,32,6,280,22.6,17.2,15.6,21,25,36,73.4,50.4,983,+12.0,2.9,280.9,10.3
told+recall+journal,32,6,290,39.2,26.6,23.2,18,22,30,66.4,48.6,969,+7.8,2.8,408.2,9.4
told+recall+journal,32,6,299,40.0,31.6,26.6,21,25,35,60.2,37.6,827,+5.4,3.4,452.4,10.0
told+recall+journal,32,7,110,28.6,20.4,16.2,22,28,40,70.4,45.4,966,+2.9,23.2,301.6,11.2
told+recall+journal,32,7,120,27.6,16.6,13.2,20,26,36,75.8,49.4,950,+4.9,22.4,263.6,12.0
told+recall+journal,32,7,130,30.8,21.8,16.0,21,27,41,69.8,30.6,660,+0.4,27.1,318.9,11.9
told+recall+journal,32,7,140,33.6,29.2,23.4,22,28,39,64.8,37.6,718,+3.3,30.9,405.5,10.8
told+recall+journal,32,7,150,32.8,21.4,15.0,20,23,30,72.4,42.4,792,-0.2,26.8,311.6,11.8
told+recall+journal,32,7,160,37.2,25.0,18.6,22,26,35,70.6,43.8,1189,+4.9,28.1,340.4,9.8
told+recall+journal,32,7,170,39.0,29.8,26.4,20,23,33,61.6,40.4,945,+13.4,20.6,442.5,8.9
told+recall+journal,32,7,180,27.8,24.4,21.2,20,26,34,68.2,50.6,1021,+4.9,25.8,354.8,10.1
told+recall+journal,32,7,190,44.0,34.2,28.4,19,22,30,61.4,39.6,1118,+8.2,21.4,478.1,10.0
told+recall+journal,32,7,200,37.6,30.0,24.0,18,22,28,64.6,41.2,931,+8.7,29.1,426.2,10.2
told+recall+journal,32,7,210,44.2,33.8,28.8,18,22,30,60.8,42.2,822,+6.6,17.7,492.9,9.8
told+recall+journal,32,7,220,35.2,28.0,25.0,22,26,31,66.4,48.8,1082,+13.2,12.8,413.2,10.4
told+recall+journal,32,7,230,42.8,35.4,29.0,19,23,32,62.2,45.4,954,+7.1,19.4,491.7,9.0
told+recall+journal,32,7,240,49.8,40.6,35.2,17,20,27,58.4,43.0,1011,+8.6,22.0,582.5,8.3
told+recall+journal,32,7,250,41.6,33.8,29.6,19,25,33,60.2,37.6,882,+7.6,28.8,491.0,9.2
told+recall+journal,32,7,260,50.6,39.4,34.4,20,24,29,52.4,32.6,776,+7.9,22.0,571.2,9.1
told+recall+journal,32,7,270,32.8,26.4,21.0,20,27,37,66.2,40.4,790,+1.9,18.2,370.7,11.9
told+recall+journal,32,7,280,33.6,27.4,23.4,19,24,30,69.6,47.6,1141,+10.6,19.8,395.3,10.0
told+recall+journal,32,7,290,31.2,27.2,23.0,20,24,33,67.8,46.8,826,+3.2,19.7,395.7,11.1
told+recall+journal,32,7,299,49.2,37.0,32.8,20,25,35,54.0,40.0,1129,+12.5,12.7,534.4,9.0
told+recall+journal,32,8,110,21.4,14.2,9.2,20,27,32,80.6,37.2,967,-1.7,7.8,208.2,11.6
told+recall+journal,32,8,120,26.2,21.4,15.4,18,22,37,76.2,43.4,764,+3.6,16.2,298.9,11.0
told+recall+journal,32,8,130,26.8,18.0,14.6,23,28,39,73.0,27.0,949,+3.2,12.8,277.2,12.1
told+recall+journal,32,8,140,29.2,24.0,21.4,21,25,34,67.4,44.0,819,+7.7,10.8,366.7,10.0
told+recall+journal,32,8,150,36.2,30.4,28.4,24,28,33,60.8,36.0,918,+10.6,13.9,446.2,10.2
told+recall+journal,32,8,160,23.6,17.4,15.4,20,26,36,76.4,50.0,929,+6.2,20.5,277.7,11.4
told+recall+journal,32,8,170,33.2,26.4,21.2,17,22,40,72.2,52.0,947,+4.9,11.1,377.2,10.1
told+recall+journal,32,8,180,47.0,40.2,34.2,18,26,43,55.4,29.6,1190,+9.9,15.0,539.1,9.2
told+recall+journal,32,8,190,37.0,31.4,28.2,19,24,34,56.6,26.6,596,+6.1,19.3,475.0,10.6
told+recall+journal,32,8,200,40.4,27.0,23.4,17,23,30,68.8,51.0,1085,+7.0,8.6,395.2,9.5
told+recall+journal,32,8,210,30.2,25.0,18.4,18,24,33,73.6,53.6,932,+4.8,9.9,324.8,10.9
told+recall+journal,32,8,220,47.0,39.8,33.0,18,22,27,56.8,33.2,1068,+9.4,15.9,551.4,8.6
told+recall+journal,32,8,230,44.2,34.8,28.6,18,23,33,61.2,36.0,1003,+7.3,17.4,487.5,9.2
told+recall+journal,32,8,240,48.8,31.6,28.2,19,24,30,60.0,39.0,1252,+9.1,16.3,472.1,8.8
told+recall+journal,32,8,250,37.6,29.0,22.0,18,23,33,68.2,44.6,1026,+4.6,18.7,388.9,10.0
told+recall+journal,32,8,260,28.8,19.8,15.0,19,21,29,75.4,54.2,1060,+6.9,12.7,288.3,11.2
told+recall+journal,32,8,270,27.6,22.6,19.4,19,23,29,70.6,51.0,1023,+10.2,17.9,346.0,10.4
told+recall+journal,32,8,280,34.2,28.8,25.0,19,25,35,66.8,48.0,1081,+5.0,19.0,414.0,9.3
told+recall+journal,32,8,290,44.6,36.8,28.6,18,24,34,63.4,40.8,1483,+3.4,28.2,472.9,8.8
told+recall+journal,32,8,299,42.2,31.0,28.0,19,23,30,62.2,38.8,939,+8.8,26.1,468.6,9.7
none,32,1,110,33.2,25.0,22.8,21,25,34,61.0,38.0,1113,+16.9,10.3,388.2,11.0
none,32,1,120,43.4,37.2,33.2,22,27,35,55.0,32.2,872,+10.3,5.7,527.8,8.9
none,32,1,130,44.2,35.2,25.2,20,26,34,62.4,38.2,1136,+4.6,1.4,439.5,10.2
none,32,1,140,40.8,32.4,25.0,19,23,29,65.6,49.2,948,+2.4,10.0,443.3,10.2
none,32,1,150,42.4,31.2,27.4,19,23,30,63.0,41.4,1126,+9.7,9.5,459.1,9.4
none,32,1,160,31.6,26.8,16.8,19,24,29,77.4,48.4,1005,-2.0,20.7,325.4,11.6
none,32,1,170,40.8,33.2,28.2,19,23,30,65.4,53.4,1138,+11.3,11.3,467.4,9.1
none,32,1,180,39.8,35.8,31.4,18,22,31,59.0,41.6,721,+8.0,5.5,514.3,9.4
none,32,1,190,51.4,44.2,36.4,19,23,31,52.8,37.6,793,+9.7,12.5,605.6,9.0
none,32,1,200,53.6,47.6,40.6,18,22,29,50.6,39.8,853,+9.7,10.3,659.0,7.8
none,32,1,210,39.8,29.8,22.0,18,22,31,67.4,49.8,943,+1.6,15.9,409.3,10.7
none,32,1,220,50.2,44.2,41.0,19,23,30,46.8,30.6,839,+15.8,25.8,648.4,8.2
none,32,1,230,53.6,43.8,35.0,17,21,29,56.0,38.4,785,+7.3,15.9,595.6,9.5
none,32,1,240,47.6,38.2,34.0,22,29,38,52.0,30.4,954,+13.8,31.8,545.9,8.6
none,32,1,250,48.0,38.0,34.6,22,26,35,53.0,30.4,914,+15.7,27.8,559.4,8.3
none,32,1,260,55.6,50.6,48.8,22,26,35,39.4,12.6,579,+13.9,17.7,742.3,7.8
none,32,1,270,34.8,31.0,29.6,19,24,32,64.6,48.6,789,+7.2,9.3,450.1,9.9
none,32,1,280,44.6,41.0,38.6,21,25,33,52.8,32.4,658,+13.5,19.6,604.7,8.2
none,32,1,290,52.4,50.6,46.0,19,23,32,45.2,26.4,647,+10.5,8.1,708.8,7.9
none,32,1,299,57.4,50.4,45.8,20,25,34,39.0,22.6,617,+16.1,8.2,731.3,7.5
none,32,2,110,8.6,5.2,4.2,32,51,64,78.0,24.8,1568,+4.2,6.7,78.0,13.2
none,32,2,120,11.8,6.4,4.2,28,33,50,80.6,26.4,812,+1.4,12.7,121.1,12.8
none,32,2,130,15.8,10.4,6.8,26,33,52,78.4,34.4,718,+3.3,25.4,168.8,12.8
none,32,2,140,23.6,15.2,10.4,19,23,30,77.0,51.4,905,+2.3,16.8,235.0,11.1
none,32,2,150,20.8,15.0,11.8,25,36,53,73.2,15.2,801,+1.9,16.1,220.3,12.9
none,32,2,160,26.0,22.4,16.0,20,25,31,73.6,41.8,1080,+1.7,14.0,279.1,11.4
none,32,2,170,37.4,28.2,18.8,18,22,30,71.2,41.0,833,+3.1,15.5,365.2,11.0
none,32,2,180,28.0,20.0,12.0,22,26,35,72.4,40.0,1099,-1.5,17.7,243.9,12.2
none,32,2,190,41.0,37.4,25.0,21,26,35,62.6,33.2,958,+4.8,16.4,435.3,10.0
none,32,2,200,48.0,43.2,33.2,19,24,31,57.6,33.8,809,+8.1,19.7,563.6,8.2
none,32,2,210,42.6,33.6,25.8,19,24,32,62.2,32.4,984,+5.5,17.8,451.9,9.2
none,32,2,220,41.6,38.4,29.0,20,25,34,56.8,23.2,993,+5.3,15.2,477.9,10.1
none,32,2,230,49.4,43.0,33.2,19,24,35,51.6,17.4,817,+8.9,23.1,558.2,10.1
none,32,2,240,49.6,43.2,31.4,20,25,33,57.0,29.4,980,+5.8,21.8,533.2,9.4
none,32,2,250,24.4,22.2,17.8,18,22,31,72.2,51.0,847,+5.1,12.3,297.0,11.7
none,32,2,260,49.0,41.0,35.0,17,21,27,55.6,32.8,834,+8.6,21.0,586.2,8.8
none,32,2,270,49.4,39.4,26.6,17,21,29,62.2,35.8,765,+3.8,26.3,499.5,9.5
none,32,2,280,44.8,35.8,27.2,17,21,27,62.0,35.0,808,+6.2,23.9,493.7,9.2
none,32,2,290,38.4,27.4,22.8,18,22,29,61.0,29.8,882,+8.4,14.9,420.3,10.5
none,32,2,299,38.8,33.4,28.2,19,23,29,60.2,37.4,985,+11.5,21.4,476.1,9.4
none,32,3,110,20.2,10.8,9.4,33,54,74,75.6,39.4,1245,+5.0,2.2,178.5,11.7
none,32,3,120,25.4,16.8,13.8,30,40,61,70.8,24.2,1167,+9.9,22.0,258.8,11.2
none,32,3,130,22.0,20.2,12.4,35,45,59,74.8,36.0,1344,+6.9,24.6,219.5,10.6
none,32,3,140,28.4,24.4,18.2,31,40,55,68.6,33.4,1071,+10.1,13.1,309.9,10.3
none,32,3,150,15.6,14.8,13.4,38,48,73,74.2,52.8,1042,+7.4,8.5,212.2,11.0
none,32,3,160,17.4,14.8,14.0,37,54,79,68.6,26.4,774,+20.1,16.4,248.3,11.5
none,32,3,170,22.4,19.0,17.8,36,52,71,63.6,22.8,876,+11.3,22.5,290.1,10.9
none,32,3,180,28.2,26.8,25.4,33,45,59,57.8,29.2,883,+16.3,10.2,378.9,9.9
none,32,3,190,23.8,21.8,19.2,39,47,64,67.2,31.8,843,+17.3,8.3,302.9,10.7
none,32,3,200,14.6,14.2,14.0,39,45,65,71.2,33.0,722,+12.2,3.1,236.2,11.6
none,32,3,210,22.2,20.4,18.2,37,46,62,65.4,35.6,919,+14.4,5.3,298.8,10.4
none,32,3,220,25.0,23.2,22.2,37,48,65,59.8,24.2,793,+13.2,22.9,331.4,10.8
none,32,3,230,24.8,23.0,22.8,36,49,68,60.0,28.2,917,+29.9,12.3,353.9,10.1
none,32,3,240,23.8,21.4,19.8,34,45,60,63.0,27.0,692,+14.9,9.2,319.8,11.2
none,32,3,250,23.6,23.0,18.8,35,41,53,65.4,32.8,883,+13.1,11.6,310.6,12.0
none,32,3,260,23.2,21.6,20.8,40,50,70,61.6,27.6,810,+23.2,11.6,321.6,10.6
none,32,3,270,26.6,25.2,22.2,36,41,51,56.8,23.8,733,+9.7,7.5,368.2,10.2
none,32,3,280,24.4,22.6,22.0,37,45,62,59.8,29.2,793,+17.3,8.7,335.5,11.7
none,32,3,290,21.8,19.4,19.0,37,48,69,64.4,29.8,731,+14.7,15.0,301.9,11.4
none,32,3,299,23.2,21.2,20.2,37,43,53,69.6,40.6,858,+10.9,9.6,322.6,10.7
none,32,4,110,37.6,30.2,27.8,22,27,34,58.4,33.6,820,+11.6,3.2,456.9,9.2
none,32,4,120,30.8,23.6,18.6,21,26,33,70.2,20.0,523,+0.7,9.3,349.0,11.1
none,32,4,130,42.4,36.2,31.6,22,26,34,56.6,22.0,592,+10.0,8.2,521.7,9.7
none,32,4,140,37.8,32.6,27.6,20,24,30,63.2,32.2,747,+8.5,7.5,468.7,9.8
none,32,4,150,40.8,36.8,31.8,19,23,34,58.8,22.4,773,+6.3,6.0,514.2,10.3
none,32,4,160,34.2,30.6,27.0,19,24,32,65.8,38.8,1008,+11.0,15.6,438.2,9.4
none,32,4,170,44.8,39.4,34.0,18,22,34,59.2,33.4,969,+11.8,6.4,549.9,9.0
none,32,4,180,33.2,21.2,18.8,19,23,29,70.6,30.4,1032,+8.0,5.2,332.7,11.5
none,32,4,190,47.4,40.6,31.2,17,21,29,60.0,30.2,718,+8.8,4.3,545.2,9.5
none,32,4,200,32.2,27.8,22.8,17,21,32,69.6,46.0,946,+8.7,4.9,395.6,10.0
none,32,4,210,40.8,36.6,30.8,18,21,30,59.4,32.6,740,+8.0,5.3,518.0,9.9
none,32,4,220,36.2,31.4,26.0,22,28,40,60.8,28.2,825,+3.1,9.7,427.7,10.4
none,32,4,230,41.2,37.0,31.2,19,23,31,59.6,31.0,959,+8.4,13.6,500.7,9.6
none,32,4,240,43.8,35.2,28.8,18,24,37,62.8,30.6,832,+4.8,13.9,490.2,9.3
none,32,4,250,42.8,38.6,34.4,20,25,34,52.6,26.4,777,+13.6,8.5,552.7,9.1
none,32,4,260,35.6,28.2,23.6,20,24,33,66.8,35.2,804,+4.5,4.1,406.5,10.8
none,32,4,270,29.2,26.0,20.4,19,24,31,69.6,42.8,1060,+8.2,15.0,354.9,10.3
none,32,4,280,37.2,29.6,24.0,17,22,28,67.0,40.6,737,+3.5,4.0,426.6,10.8
none,32,4,290,43.6,35.2,29.8,18,21,28,62.0,31.8,726,+5.9,10.2,509.3,10.0
none,32,4,299,46.0,40.0,34.2,17,20,26,59.6,37.2,759,+7.9,10.5,570.8,8.6
none,32,5,110,51.6,49.6,46.6,19,23,31,43.2,16.8,772,+11.5,37.9,701.0,7.8
none,32,5,120,59.8,49.8,47.6,20,26,33,37.2,8.0,829,+15.3,41.8,727.6,8.6
