kind,hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
none,32,8,60,6.2,3.2,2.2,42,50,64,87.8,20.8,1328,-1.8,26.8,49.9,13.5
none,32,8,70,10.8,8.6,8.0,40,47,73,77.2,16.6,359,+0.8,25.4,166.9,13.1
none,32,8,80,12.4,8.2,7.2,27,38,51,83.4,33.6,660,+4.1,24.8,152.6,12.6
none,32,8,90,27.0,23.0,18.4,25,31,41,66.6,33.0,703,+3.2,23.1,325.6,10.3
none,32,8,99,26.8,18.4,15.0,21,26,34,75.0,38.2,837,+4.6,23.9,285.4,11.0
journal,32,1,10,0.0,0.0,0.0,0,0,0,97.0,14.0,1123,-3.9,57.6,10.0,13.4
journal,32,1,20,0.0,0.0,0.0,0,0,0,98.4,55.0,678,-0.7,35.0,33.9,13.5
journal,32,1,30,0.0,0.0,0.0,0,0,0,93.6,37.4,449,-1.6,44.4,51.1,13.6
journal,32,1,40,0.0,0.0,0.0,0,0,0,89.6,13.4,500,-1.9,35.0,55.0,14.4
journal,32,1,50,0.2,0.0,0.0,0,0,0,93.0,36.6,710,-1.0,28.6,39.7,13.6
journal,32,1,60,2.0,0.8,0.6,51,53,57,92.0,46.4,1355,+3.0,32.7,29.4,12.6
journal,32,1,70,3.6,2.4,2.2,30,41,58,86.0,24.8,502,+1.4,28.8,92.7,13.7
journal,32,1,80,5.2,4.2,3.4,34,47,60,85.6,25.4,516,+1.9,46.4,108.1,12.9
journal,32,1,90,8.0,5.4,4.2,32,38,59,85.8,45.0,714,+4.3,21.4,119.9,12.2
journal,32,1,99,11.8,9.4,8.0,27,35,55,81.0,30.8,700,+4.3,35.1,164.8,12.8
journal,32,2,10,0.0,0.0,0.0,0,0,0,96.8,6.4,1015,-0.1,31.5,16.6,14.2
journal,32,2,20,0.0,0.0,0.0,0,0,0,96.6,14.6,1044,-0.4,36.5,12.0,14.1
journal,32,2,30,0.0,0.0,0.0,0,0,0,96.2,53.8,662,-0.6,33.1,23.7,13.7
journal,32,2,40,3.4,1.6,1.4,39,58,88,94.4,45.2,713,+0.1,27.7,47.2,13.4
journal,32,2,50,7.0,3.6,2.2,41,50,54,88.4,23.6,855,-0.6,43.4,76.6,12.9
journal,32,2,60,2.8,2.4,1.4,31,49,63,90.6,35.4,584,-1.3,39.2,62.1,13.6
journal,32,2,70,7.4,6.2,5.0,25,33,44,86.8,39.4,617,+1.5,25.6,124.1,13.8
journal,32,2,80,8.8,7.6,7.4,29,37,50,85.8,44.2,685,+3.9,39.9,144.1,11.9
journal,32,2,90,11.4,7.6,6.2,23,31,39,85.8,48.4,921,+1.6,24.7,137.8,12.1
journal,32,2,99,16.4,12.0,10.4,24,36,51,79.4,35.6,697,+1.3,25.0,193.6,11.6
journal,32,3,10,0.0,0.0,0.0,0,0,0,96.4,23.8,664,-0.2,25.5,33.5,13.3
journal,32,3,20,0.0,0.0,0.0,0,0,0,93.4,37.0,518,-0.2,30.5,45.4,13.8
journal,32,3,30,0.2,0.2,0.0,0,0,0,91.2,22.8,831,-0.9,24.5,38.9,14.8
journal,32,3,40,1.0,0.2,0.2,52,52,52,91.6,26.4,627,-1.4,37.9,45.2,13.8
journal,32,3,50,5.0,3.2,0.4,32,46,46,89.6,44.6,819,+0.1,7.4,64.9,13.5
journal,32,3,60,5.6,4.4,3.8,27,41,62,86.8,40.6,542,+2.6,9.6,102.5,13.5
journal,32,3,70,16.2,10.2,10.0,27,35,53,78.4,20.0,738,+4.9,9.1,187.1,12.6
journal,32,3,80,20.4,16.6,10.8,23,29,35,77.6,38.6,873,+2.9,15.7,227.3,12.0
journal,32,3,90,25.2,19.4,15.6,21,26,35,75.0,40.0,765,+4.5,11.2,294.0,11.1
journal,32,3,99,35.4,25.4,22.0,23,28,35,67.6,38.8,1196,+6.2,10.0,356.8,10.4
journal,32,4,10,0.0,0.0,0.0,0,0,0,97.4,53.2,642,-1.9,33.4,19.9,13.2
journal,32,4,20,0.0,0.0,0.0,0,0,0,98.0,47.8,614,-2.2,20.6,35.1,13.1
journal,32,4,30,0.0,0.0,0.0,0,0,0,94.4,36.6,657,-5.1,32.6,38.1,13.6
journal,32,4,40,0.0,0.0,0.0,0,0,0,86.2,16.0,341,-4.0,36.5,60.2,14.0
journal,32,4,50,3.0,0.0,0.0,0,0,0,88.0,19.0,467,-4.2,28.4,66.1,13.4
journal,32,4,60,3.2,0.2,0.0,0,0,0,88.6,25.2,725,-0.7,42.0,50.1,14.2
journal,32,4,70,3.0,0.2,0.2,45,45,45,94.0,26.8,669,-0.0,30.0,47.9,13.4
journal,32,4,80,2.6,2.0,1.6,48,64,89,92.4,30.6,590,+0.8,39.7,65.4,14.0
journal,32,4,90,4.4,3.0,2.8,55,69,91,87.0,20.2,742,+3.5,32.8,77.3,13.3
journal,32,4,99,8.0,5.0,4.2,35,46,64,88.2,28.2,600,+1.9,29.1,108.1,12.9
journal,32,5,10,0.0,0.0,0.0,0,0,0,90.6,14.0,783,-6.8,33.1,35.2,13.6
journal,32,5,20,0.8,0.0,0.0,0,0,0,87.6,5.8,536,-1.3,44.1,50.6,13.6
journal,32,5,30,0.0,0.0,0.0,0,0,0,84.6,13.6,351,-3.8,24.4,69.9,14.4
journal,32,5,40,1.2,0.4,0.2,60,60,60,86.2,17.0,727,+1.9,28.6,51.3,14.1
journal,32,5,50,6.6,6.0,5.8,38,60,77,81.4,16.8,557,-0.0,20.6,122.6,13.8
journal,32,5,60,6.2,3.2,2.4,43,56,70,81.0,29.0,645,+0.9,22.3,96.6,14.2
journal,32,5,70,15.6,12.8,11.2,28,34,47,78.0,27.2,832,+1.8,7.6,196.4,12.6
journal,32,5,80,23.8,17.6,14.4,23,27,37,74.4,28.0,731,+3.6,18.4,270.8,12.6
journal,32,5,90,40.2,18.2,11.8,26,30,38,69.6,36.8,1213,+0.6,16.2,271.2,11.0
journal,32,5,99,41.8,29.4,23.8,19,24,32,64.6,49.8,1188,+7.1,7.9,403.5,9.3
journal,32,6,10,0.2,0.2,0.0,0,0,0,95.4,23.6,745,-1.8,25.2,31.3,13.0
journal,32,6,20,0.0,0.0,0.0,0,0,0,98.0,54.2,635,-1.1,36.0,26.8,12.3
journal,32,6,30,1.6,1.4,1.4,34,43,95,94.0,33.4,580,-0.7,40.9,48.1,13.9
journal,32,6,40,2.6,2.0,1.0,32,43,62,93.4,53.2,699,-2.1,22.4,49.4,14.0
journal,32,6,50,3.6,1.6,1.2,22,32,39,92.4,44.4,677,-1.8,14.9,61.1,13.4
journal,32,6,60,9.8,8.2,8.0,27,39,61,86.6,59.6,828,+3.5,23.8,138.2,11.9
journal,32,6,70,20.2,14.2,12.0,29,37,51,75.6,34.4,961,+9.3,24.0,221.8,11.1
journal,32,6,80,22.4,18.4,16.2,21,29,42,73.2,31.0,679,+4.8,28.9,283.7,11.9
journal,32,6,90,36.4,30.4,28.4,21,25,35,56.6,15.2,637,+9.5,31.4,468.8,11.2
journal,32,6,99,42.0,36.4,34.0,18,24,34,57.2,33.0,1020,+8.9,29.5,525.5,9.4
journal,32,7,10,0.0,0.0,0.0,0,0,0,96.8,24.4,1065,-3.8,31.7,13.1,13.4
journal,32,7,20,0.0,0.0,0.0,0,0,0,91.0,13.6,581,-7.8,40.1,39.8,14.2
journal,32,7,30,0.0,0.0,0.0,0,0,0,89.4,17.0,560,-4.1,46.2,45.7,13.4
journal,32,7,40,0.0,0.0,0.0,0,0,0,86.8,8.0,301,-1.0,34.3,62.0,14.3
journal,32,7,50,0.0,0.0,0.0,0,0,0,79.8,16.0,314,-3.8,26.3,74.0,14.4
journal,32,7,60,0.0,0.0,0.0,0,0,0,86.6,14.2,633,-4.5,33.1,61.5,14.0
journal,32,7,70,4.6,0.2,0.0,0,0,0,84.8,18.4,483,-4.9,33.7,89.9,13.6
journal,32,7,80,7.0,4.8,2.0,51,65,87,79.2,18.6,567,-5.8,29.6,112.8,13.2
journal,32,7,90,8.6,5.2,3.2,31,53,77,82.8,27.4,629,-1.4,41.6,124.8,13.2
journal,32,7,99,12.8,6.6,4.4,49,57,68,81.0,30.8,784,-1.1,39.6,148.9,12.5
journal,32,8,10,0.0,0.0,0.0,0,0,0,95.4,14.6,832,-0.6,37.6,25.6,13.4
journal,32,8,20,0.0,0.0,0.0,0,0,0,94.0,20.4,549,-1.0,23.9,34.8,13.9
journal,32,8,30,0.0,0.0,0.0,0,0,0,91.4,15.6,447,-4.8,23.1,51.8,14.6
journal,32,8,40,0.0,0.0,0.0,0,0,0,86.6,12.0,279,-1.1,57.6,69.3,13.5
journal,32,8,50,1.4,0.0,0.0,0,0,0,88.6,19.4,426,-4.5,20.8,67.3,13.9
journal,32,8,60,5.8,3.0,1.8,44,52,76,85.2,16.4,569,-3.9,16.8,90.6,13.0
journal,32,8,70,6.2,1.2,0.2,60,60,60,86.6,27.0,591,-2.9,21.6,81.1,13.8
journal,32,8,80,11.4,4.8,3.4,34,45,59,80.8,31.0,732,-1.9,23.5,129.3,13.7
journal,32,8,90,9.6,3.0,1.6,32,47,56,82.2,22.8,664,-1.2,18.8,90.9,13.9
journal,32,8,99,12.2,7.2,4.0,34,44,65,82.8,35.8,907,-3.5,9.7,134.0,12.7
recall,32,1,10,0.0,0.0,0.0,0,0,0,97.2,15.8,970,-0.4,34.8,12.6,13.8
recall,32,1,20,0.0,0.0,0.0,0,0,0,90.4,5.8,1008,-0.4,54.7,24.2,14.6
recall,32,1,30,0.0,0.0,0.0,0,0,0,91.2,35.6,381,-0.8,29.1,54.4,13.2
recall,32,1,40,2.6,1.4,1.0,86,89,100,88.2,2.4,396,-0.7,49.7,62.7,13.5
recall,32,1,50,11.8,11.0,10.0,33,43,54,77.0,29.2,626,+6.5,42.4,175.3,13.2
recall,32,1,60,13.8,12.6,10.6,27,37,49,74.8,28.6,1008,+12.4,46.1,190.2,12.0
recall,32,1,70,9.6,8.6,7.6,31,46,60,81.4,48.4,837,+11.7,22.5,152.0,11.2
recall,32,1,80,20.4,18.0,18.0,32,39,54,70.0,32.2,658,+12.4,29.6,284.5,11.4
recall,32,1,90,21.4,18.4,15.6,25,33,42,70.6,36.4,934,+8.3,22.9,264.6,11.4
recall,32,1,99,17.8,16.6,14.0,25,31,39,71.8,29.4,941,+6.0,22.4,240.7,11.6
recall,32,2,10,0.0,0.0,0.0,0,0,0,95.6,22.2,715,-0.4,46.8,27.4,14.0
recall,32,2,20,0.0,0.0,0.0,0,0,0,94.2,31.8,548,-1.4,48.5,39.1,13.4
recall,32,2,30,0.0,0.0,0.0,0,0,0,88.8,2.6,224,-1.8,47.7,60.4,14.6
recall,32,2,40,0.0,0.0,0.0,0,0,0,88.0,6.6,311,-4.6,30.3,61.9,14.2
recall,32,2,50,0.0,0.0,0.0,0,0,0,79.2,0.4,153,-3.3,37.1,79.2,14.2
recall,32,2,60,0.0,0.0,0.0,0,0,0,74.0,0.6,144,-7.0,12.5,98.7,13.8
recall,32,2,70,0.0,0.0,0.0,0,0,0,76.2,5.0,1619,-2.4,50.8,23.6,13.7
recall,32,2,80,0.2,0.0,0.0,0,0,0,71.6,9.4,339,-3.3,29.9,106.8,12.7
recall,32,2,90,12.8,8.0,3.4,65,88,96,74.8,10.2,597,-0.5,42.4,142.3,13.2
recall,32,2,99,11.4,9.0,5.2,48,59,81,75.8,11.4,494,+1.4,37.9,160.3,13.9
recall,32,3,10,0.0,0.0,0.0,0,0,0,95.8,4.2,1048,-0.1,37.3,13.6,12.9
recall,32,3,20,0.0,0.0,0.0,0,0,0,95.6,39.8,491,-1.2,38.7,41.3,13.4
recall,32,3,30,1.8,0.0,0.0,0,0,0,89.4,35.0,641,-1.6,44.1,36.0,13.8
recall,32,3,40,1.4,0.0,0.0,0,0,0,81.8,17.6,664,-5.3,30.8,54.1,14.2
recall,32,3,50,3.0,0.8,0.2,80,80,80,79.8,26.6,715,-3.3,20.0,59.1,13.4
recall,32,3,60,6.8,3.8,2.6,49,61,88,79.6,27.4,598,-1.4,13.0,103.7,14.2
recall,32,3,70,4.4,4.0,3.6,39,62,89,88.4,35.2,551,+1.3,25.0,83.5,13.5
recall,32,3,80,4.8,4.6,3.6,37,52,67,87.4,23.0,848,-0.4,5.7,78.6,14.4
recall,32,3,90,13.2,9.4,6.8,30,37,49,77.8,15.4,745,-1.7,16.7,153.8,13.5
recall,32,3,99,17.2,15.6,12.4,31,38,47,79.8,35.4,629,+4.3,15.0,227.1,11.8
recall,32,4,10,0.0,0.0,0.0,0,0,0,96.0,18.2,966,-0.2,21.9,21.1,14.0
recall,32,4,20,0.0,0.0,0.0,0,0,0,96.6,56.0,899,-5.1,25.8,21.1,13.7
recall,32,4,30,0.0,0.0,0.0,0,0,0,93.8,47.0,656,-1.1,17.8,41.1,13.0
recall,32,4,40,9.2,0.0,0.0,0,0,0,85.0,22.8,2024,-3.8,27.7,-0.5,13.2
recall,32,4,50,5.0,2.8,0.4,55,76,76,84.8,20.6,449,-1.4,36.9,79.0,13.2
recall,32,4,60,1.8,0.8,0.4,54,58,58,87.8,20.0,514,-0.6,24.3,64.3,13.2
recall,32,4,70,9.6,7.4,5.2,53,70,85,78.0,10.4,589,+2.3,22.4,118.5,13.8
recall,32,4,80,7.4,4.2,1.2,38,45,52,78.4,7.8,390,-0.6,12.3,94.3,13.8
recall,32,4,90,11.0,10.4,9.2,45,58,84,74.6,6.2,256,+0.5,5.1,172.7,13.0
recall,32,4,99,15.4,13.8,11.8,36,54,76,75.6,31.8,641,+8.4,10.8,210.0,12.1
recall,32,5,10,0.0,0.0,0.0,0,0,0,96.2,3.4,1082,-0.1,54.9,10.5,13.8
recall,32,5,20,1.8,1.2,0.8,53,78,79,90.8,6.2,946,-2.8,40.9,30.3,14.4
recall,32,5,30,7.0,3.6,2.0,50,82,96,82.6,8.8,1041,-3.3,43.4,63.1,13.9
recall,32,5,40,4.2,2.4,1.6,33,61,77,88.0,8.6,875,-1.1,36.0,58.9,13.6
recall,32,5,50,6.0,4.4,2.8,48,68,79,85.2,20.2,618,-1.3,18.8,92.1,13.6
recall,32,5,60,11.4,7.4,6.2,44,68,85,70.2,17.0,605,-0.2,14.7,145.7,12.1
recall,32,5,70,3.8,2.2,1.4,41,48,65,90.8,53.8,907,-1.4,4.4,46.7,12.6
recall,32,5,80,18.0,13.8,5.8,47,74,90,73.4,16.0,1119,+0.6,23.4,137.8,12.8
recall,32,5,90,13.2,9.8,6.4,41,59,81,72.0,19.8,702,+1.5,7.5,154.2,11.6
recall,32,5,99,12.0,9.6,8.4,48,60,74,74.0,25.2,722,+0.7,12.7,150.5,13.5
recall,32,6,10,0.0,0.0,0.0,0,0,0,93.8,21.0,473,-0.3,53.8,35.5,13.1
recall,32,6,20,0.2,0.0,0.0,0,0,0,94.0,4.8,936,-0.6,45.0,28.1,13.2
recall,32,6,30,1.6,0.8,0.4,63,99,99,91.6,33.6,405,-0.4,46.7,58.5,12.6
recall,32,6,40,4.4,3.6,2.6,45,60,87,80.6,4.6,417,-0.3,55.7,83.7,14.5
recall,32,6,50,10.8,9.0,6.8,37,50,64,80.0,12.8,1481,+0.6,9.6,100.0,13.4
recall,32,6,60,12.4,10.4,9.0,27,32,36,79.8,43.0,955,+3.7,6.2,168.6,12.2
recall,32,6,70,33.4,26.2,17.8,21,24,31,68.0,35.2,795,+2.8,5.8,340.2,11.2
recall,32,6,80,37.8,28.2,18.2,21,24,28,65.0,30.0,1031,+0.1,9.6,353.1,11.7
recall,32,6,90,47.0,35.8,26.0,19,24,31,60.6,29.2,807,+0.6,3.0,469.8,11.1
recall,32,6,99,39.4,27.8,19.4,19,23,30,71.6,44.4,1008,+3.3,3.9,371.5,9.6
recall,32,7,10,0.0,0.0,0.0,0,0,0,98.8,58.4,922,-0.4,22.3,6.3,13.5
recall,32,7,20,0.0,0.0,0.0,0,0,0,94.8,23.0,632,-0.5,31.2,44.1,13.7
recall,32,7,30,1.0,0.6,0.4,61,64,64,92.4,40.6,727,-1.0,31.1,45.2,13.6
recall,32,7,40,0.4,0.2,0.2,54,54,54,90.2,14.8,671,-0.7,38.0,38.8,14.3
recall,32,7,50,6.0,5.0,4.2,35,44,57,85.8,25.2,693,-0.8,30.9,96.6,13.4
recall,32,7,60,14.4,11.8,9.8,31,39,49,72.2,13.0,1095,+3.4,42.8,166.1,13.1
recall,32,7,70,21.0,17.0,9.2,24,30,40,75.0,25.8,1204,+3.6,26.2,186.4,12.3
recall,32,7,80,44.0,32.8,25.4,25,31,47,57.4,26.8,955,+3.7,26.7,437.7,9.9
recall,32,7,90,53.8,45.6,41.2,22,27,38,41.6,20.0,932,+16.6,21.9,647.3,8.2
recall,32,7,99,51.2,44.8,40.2,20,25,33,45.6,16.8,975,+10.8,30.6,624.9,8.9
recall,32,8,10,0.0,0.0,0.0,0,0,0,96.2,13.8,812,-1.1,36.1,28.6,13.8
recall,32,8,20,0.0,0.0,0.0,0,0,0,96.0,26.8,473,-1.2,24.9,42.6,13.5
recall,32,8,30,1.8,0.6,0.0,0,0,0,90.8,6.2,492,-0.6,48.8,54.5,13.8
recall,32,8,40,1.6,0.2,0.0,0,0,0,93.6,48.6,564,-1.3,36.8,49.5,13.0
recall,32,8,50,9.0,4.0,2.2,66,75,96,71.2,27.0,827,-1.2,42.2,95.3,12.7
recall,32,8,60,12.6,4.6,4.0,34,41,63,79.8,47.8,1101,+3.1,28.6,116.6,12.6
recall,32,8,70,6.6,5.2,5.2,36,46,81,87.4,59.8,793,+2.8,16.4,93.6,12.6
recall,32,8,80,12.8,8.8,7.2,27,34,50,79.4,45.4,829,+0.8,25.0,151.0,11.8
recall,32,8,90,34.0,23.6,21.2,26,36,53,64.6,31.8,953,+5.9,28.0,353.7,10.6
recall,32,8,99,31.4,27.8,21.8,23,29,44,66.6,34.8,1110,+10.6,27.8,371.3,9.8
recall+journal,32,1,10,0.0,0.0,0.0,0,0,0,98.0,40.8,763,-6.0,19.3,26.3,12.8
recall+journal,32,1,20,0.0,0.0,0.0,0,0,0,92.6,11.4,873,-3.2,33.4,30.4,14.0
recall+journal,32,1,30,0.0,0.0,0.0,0,0,0,89.4,17.2,465,-1.7,42.6,54.9,13.8
recall+journal,32,1,40,0.0,0.0,0.0,0,0,0,86.2,5.0,322,-1.5,43.2,67.5,13.8
recall+journal,32,1,50,0.0,0.0,0.0,0,0,0,84.2,11.4,256,-1.6,51.9,67.7,13.7
recall+journal,32,1,60,0.2,0.0,0.0,0,0,0,88.6,21.6,563,-5.0,48.0,57.8,13.7
recall+journal,32,1,70,0.6,0.2,0.2,92,92,92,78.8,8.6,662,-1.7,24.9,61.4,13.9
recall+journal,32,1,80,1.6,1.0,0.4,55,58,58,86.4,13.2,517,-2.7,42.0,66.3,13.6
recall+journal,32,1,90,0.2,0.0,0.0,0,0,0,77.6,5.6,438,-3.3,19.9,88.1,13.6
recall+journal,32,1,99,3.2,0.0,0.0,0,0,0,78.0,5.8,412,-1.4,26.5,89.3,14.1
recall+journal,32,2,10,0.0,0.0,0.0,0,0,0,97.8,45.4,807,-0.3,36.7,19.8,14.3
recall+journal,32,2,20,0.8,0.4,0.0,0,0,0,96.6,55.8,930,-0.9,29.9,10.6,13.2
recall+journal,32,2,30,0.0,0.0,0.0,0,0,0,98.4,81.8,809,-0.6,20.3,9.8,13.7
recall+journal,32,2,40,0.8,0.8,0.8,32,37,40,94.6,44.8,856,+0.2,20.3,41.9,13.8
recall+journal,32,2,50,1.6,1.2,0.6,29,34,38,92.6,32.6,777,-1.6,31.7,39.7,14.1
recall+journal,32,2,60,6.6,4.6,4.0,26,33,40,87.8,32.0,528,-1.3,37.8,107.6,13.5
