hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
4,6,150,0.0,0.0,0.0,0,0,0,80.8,1.0,212,-9.7,0.0,122.8,28.4
4,6,175,0.0,0.0,0.0,0,0,0,81.2,2.4,307,-9.8,0.0,120.3,28.2
4,6,200,0.0,0.0,0.0,0,0,0,83.8,3.0,193,-9.9,0.4,124.6,27.4
4,6,225,0.0,0.0,0.0,0,0,0,84.2,3.8,270,-9.4,0.3,116.7,27.0
4,6,250,0.0,0.0,0.0,0,0,0,79.8,0.6,286,-9.6,0.3,119.6,28.3
4,6,275,0.0,0.0,0.0,0,0,0,80.4,2.2,148,-9.2,0.0,126.4,26.2
4,6,299,0.0,0.0,0.0,0,0,0,83.2,4.2,109,-8.9,0.2,124.8,27.9
4,7,25,0.0,0.0,0.0,0,0,0,91.0,9.0,183,-7.4,45.5,99.4,29.6
4,7,50,0.0,0.0,0.0,0,0,0,83.4,5.8,111,-9.5,0.1,121.0,29.7
4,7,75,0.0,0.0,0.0,0,0,0,85.4,7.0,375,-9.6,14.6,106.2,29.1
4,7,100,0.0,0.0,0.0,0,0,0,78.4,1.8,196,-9.9,0.0,124.6,27.2
4,7,125,0.0,0.0,0.0,0,0,0,77.6,2.0,254,-10.3,0.1,126.2,26.2
4,7,150,0.0,0.0,0.0,0,0,0,82.0,3.4,207,-9.6,0.0,123.9,27.5
4,7,175,0.0,0.0,0.0,0,0,0,78.0,4.8,287,-10.7,0.0,127.4,25.7
4,7,200,0.0,0.0,0.0,0,0,0,78.2,2.4,178,-9.7,0.0,125.9,27.3
4,7,225,0.0,0.0,0.0,0,0,0,75.6,3.0,285,-9.9,0.0,122.0,27.1
4,7,250,0.0,0.0,0.0,0,0,0,81.8,2.0,158,-8.7,0.5,121.3,28.0
4,7,275,0.0,0.0,0.0,0,0,0,76.0,0.8,223,-9.7,19.7,124.0,27.6
4,7,299,0.0,0.0,0.0,0,0,0,78.8,1.4,298,-10.9,0.0,126.4,25.2
4,8,25,0.0,0.0,0.0,0,0,0,88.0,19.6,297,-9.9,36.7,98.5,28.4
4,8,50,0.0,0.0,0.0,0,0,0,82.2,10.4,160,-9.5,40.2,114.7,29.0
4,8,75,0.0,0.0,0.0,0,0,0,81.2,6.2,173,-9.9,4.2,117.6,29.8
4,8,100,0.0,0.0,0.0,0,0,0,81.0,0.2,258,-9.7,0.0,116.3,29.6
4,8,125,0.0,0.0,0.0,0,0,0,76.4,6.2,142,-10.4,0.0,132.8,28.1
4,8,150,0.0,0.0,0.0,0,0,0,78.4,0.8,242,-9.7,0.0,122.0,27.4
4,8,175,0.0,0.0,0.0,0,0,0,77.6,1.2,140,-10.1,0.0,131.8,27.9
4,8,200,0.0,0.0,0.0,0,0,0,76.8,1.6,95,-9.6,0.3,133.6,28.4
4,8,225,0.0,0.0,0.0,0,0,0,80.8,2.6,117,-9.2,0.0,127.0,26.4
4,8,250,0.0,0.0,0.0,0,0,0,75.6,2.2,91,-9.9,0.0,134.4,28.2
4,8,275,0.0,0.0,0.0,0,0,0,77.8,1.8,110,-9.6,0.0,133.7,27.2
4,8,299,0.0,0.0,0.0,0,0,0,77.4,3.0,64,-9.9,0.0,137.2,28.4
8,1,25,0.0,0.0,0.0,0,0,0,99.8,40.6,614,-0.9,28.7,55.4,28.0
8,1,50,2.6,1.2,0.6,64,69,97,99.2,40.8,605,-2.7,22.8,71.7,27.9
8,1,75,12.8,7.0,3.0,48,64,74,96.8,29.4,737,-4.1,20.4,117.9,29.0
8,1,100,14.0,10.6,5.4,48,61,77,94.2,42.2,667,-2.7,0.0,142.4,25.8
8,1,125,16.8,11.8,4.8,51,58,69,94.4,43.4,817,-2.9,0.0,143.8,25.6
8,1,150,19.6,13.8,9.8,41,54,67,90.2,36.0,648,-1.5,0.0,199.0,26.6
8,1,175,18.8,14.2,8.0,35,56,69,91.6,39.8,838,-2.7,0.0,184.7,27.3
8,1,200,21.8,14.4,7.4,52,60,74,90.6,36.8,1198,-4.7,1.3,173.9,30.6
8,1,225,23.6,16.2,11.0,53,63,76,83.8,27.2,1263,-2.8,0.2,204.5,27.5
8,1,250,21.8,18.8,13.4,55,63,79,72.6,17.4,1335,-1.7,0.0,218.1,24.3
8,1,275,25.2,20.0,13.4,56,64,75,79.4,20.6,1404,-1.0,12.5,218.3,24.5
8,1,299,21.6,17.0,13.2,58,67,81,74.8,12.4,1359,-1.6,0.0,199.2,24.9
8,2,25,1.4,0.0,0.0,0,0,0,98.8,21.2,880,-4.0,56.1,52.3,28.7
8,2,50,0.0,0.0,0.0,0,0,0,85.4,7.4,159,-10.4,45.3,114.2,29.4
8,2,75,0.0,0.0,0.0,0,0,0,79.6,8.8,109,-10.5,0.3,128.2,28.8
8,2,100,0.0,0.0,0.0,0,0,0,79.0,3.8,120,-9.9,1.6,130.4,30.6
8,2,125,0.0,0.0,0.0,0,0,0,78.8,5.4,123,-9.9,0.0,130.5,29.2
8,2,150,0.0,0.0,0.0,0,0,0,81.4,0.4,231,-9.2,0.0,122.0,27.8
8,2,175,0.0,0.0,0.0,0,0,0,78.6,1.0,215,-11.0,0.0,132.9,26.9
8,2,200,0.0,0.0,0.0,0,0,0,78.8,1.4,200,-9.8,0.0,127.8,27.0
8,2,225,0.0,0.0,0.0,0,0,0,78.4,2.6,187,-9.7,0.0,129.3,27.9
8,2,250,0.0,0.0,0.0,0,0,0,79.2,0.6,275,-9.8,0.0,124.5,27.2
8,2,275,0.0,0.0,0.0,0,0,0,77.8,0.4,165,-9.9,0.8,131.4,26.7
8,2,299,0.0,0.0,0.0,0,0,0,80.4,1.6,116,-9.8,0.0,132.0,26.8
8,3,25,0.0,0.0,0.0,0,0,0,99.2,25.4,427,-8.1,19.0,77.9,29.0
8,3,50,0.0,0.0,0.0,0,0,0,81.2,12.6,254,-10.6,0.0,118.5,28.2
8,3,75,0.0,0.0,0.0,0,0,0,82.6,6.6,105,-9.1,11.0,121.4,28.5
8,3,100,0.0,0.0,0.0,0,0,0,80.8,5.2,140,-9.0,0.5,125.0,28.8
8,3,125,0.0,0.0,0.0,0,0,0,77.8,3.0,148,-10.0,0.0,131.3,27.0
8,3,150,0.0,0.0,0.0,0,0,0,81.2,1.2,146,-10.1,0.0,131.0,28.4
8,3,175,0.0,0.0,0.0,0,0,0,79.4,2.2,124,-9.7,0.0,133.6,28.4
8,3,200,0.0,0.0,0.0,0,0,0,78.4,0.4,135,-9.8,0.0,132.0,28.0
8,3,225,0.0,0.0,0.0,0,0,0,80.4,1.4,139,-9.5,0.0,130.0,26.9
8,3,250,0.0,0.0,0.0,0,0,0,76.6,1.6,144,-10.1,0.0,135.4,28.6
8,3,275,0.0,0.0,0.0,0,0,0,76.2,1.0,110,-10.1,0.0,139.1,27.8
8,3,299,0.0,0.0,0.0,0,0,0,76.8,1.2,128,-9.7,0.0,134.9,27.3
8,4,25,0.0,0.0,0.0,0,0,0,99.6,16.8,868,-0.6,60.9,38.7,28.0
8,4,50,0.0,0.0,0.0,0,0,0,87.0,19.2,361,-7.8,32.6,90.1,28.4
8,4,75,0.0,0.0,0.0,0,0,0,82.2,4.4,87,-9.7,0.8,122.8,29.6
8,4,100,0.0,0.0,0.0,0,0,0,79.6,3.6,127,-9.0,14.1,121.3,27.6
8,4,125,0.0,0.0,0.0,0,0,0,77.2,1.6,164,-9.7,1.1,127.1,27.1
8,4,150,0.0,0.0,0.0,0,0,0,77.6,2.4,236,-10.4,0.0,128.0,27.6
8,4,175,0.0,0.0,0.0,0,0,0,77.6,3.8,153,-10.3,0.0,132.4,27.2
8,4,200,0.0,0.0,0.0,0,0,0,78.0,4.0,347,-10.5,0.0,124.8,26.1
8,4,225,0.0,0.0,0.0,0,0,0,78.6,1.0,282,-10.0,0.0,121.4,27.4
8,4,250,0.0,0.0,0.0,0,0,0,79.4,4.0,199,-10.1,0.0,127.8,27.5
8,4,275,0.0,0.0,0.0,0,0,0,78.2,2.0,218,-10.1,0.0,126.8,26.5
8,4,299,0.0,0.0,0.0,0,0,0,81.2,4.2,291,-10.5,0.0,125.0,25.7
8,5,25,0.0,0.0,0.0,0,0,0,98.2,16.0,814,-3.4,69.2,50.4,28.3
8,5,50,0.0,0.0,0.0,0,0,0,83.6,4.8,281,-8.8,33.7,104.5,29.0
8,5,75,0.0,0.0,0.0,0,0,0,83.4,4.8,86,-9.4,40.6,120.6,29.0
8,5,100,0.0,0.0,0.0,0,0,0,76.8,2.0,235,-10.0,0.0,121.7,27.2
8,5,125,0.0,0.0,0.0,0,0,0,76.6,1.0,226,-9.9,0.0,124.8,25.7
8,5,150,0.0,0.0,0.0,0,0,0,80.0,2.2,229,-9.8,7.0,122.9,27.9
8,5,175,0.0,0.0,0.0,0,0,0,79.4,1.2,290,-8.9,0.7,114.9,27.4
8,5,200,0.0,0.0,0.0,0,0,0,79.4,3.6,234,-10.0,0.0,125.5,27.5
8,5,225,0.0,0.0,0.0,0,0,0,76.0,3.6,187,-10.6,0.0,133.0,25.5
8,5,250,0.0,0.0,0.0,0,0,0,74.8,2.2,300,-10.8,0.0,128.7,27.2
8,5,275,0.0,0.0,0.0,0,0,0,75.0,1.4,401,-10.4,0.0,120.4,24.8
8,5,299,0.0,0.0,0.0,0,0,0,76.0,3.0,287,-10.5,0.0,128.1,25.8
8,6,25,0.0,0.0,0.0,0,0,0,98.4,8.6,963,-3.5,80.6,38.5,27.6
8,6,50,0.0,0.0,0.0,0,0,0,83.2,8.8,171,-9.5,30.2,113.8,29.8
8,6,75,0.0,0.0,0.0,0,0,0,80.2,12.4,209,-10.9,19.1,127.2,28.4
8,6,100,0.0,0.0,0.0,0,0,0,77.4,0.6,228,-9.0,23.2,114.8,29.5
8,6,125,0.0,0.0,0.0,0,0,0,79.4,1.8,245,-9.0,5.0,119.2,28.0
8,6,150,0.0,0.0,0.0,0,0,0,76.2,0.8,290,-10.1,0.0,124.5,26.5
8,6,175,0.0,0.0,0.0,0,0,0,79.0,4.0,237,-10.4,0.0,125.4,25.9
8,6,200,0.0,0.0,0.0,0,0,0,75.4,4.0,226,-10.6,0.0,130.4,25.6
8,6,225,0.0,0.0,0.0,0,0,0,72.2,0.8,257,-11.3,0.0,130.3,26.2
8,6,250,0.0,0.0,0.0,0,0,0,76.8,1.0,333,-10.5,0.0,122.0,26.5
8,6,275,0.0,0.0,0.0,0,0,0,77.8,2.2,178,-10.5,0.0,130.9,26.6
8,6,299,0.0,0.0,0.0,0,0,0,75.8,0.4,180,-9.8,0.0,125.8,26.7
8,7,25,0.0,0.0,0.0,0,0,0,98.6,26.0,727,-3.9,26.8,59.2,28.2
8,7,50,0.0,0.0,0.0,0,0,0,90.2,21.8,307,-8.4,40.2,97.5,29.1
8,7,75,0.0,0.0,0.0,0,0,0,80.2,11.4,334,-10.8,14.7,119.2,28.1
8,7,100,0.0,0.0,0.0,0,0,0,78.8,1.4,238,-10.4,0.5,123.8,27.4
8,7,125,0.0,0.0,0.0,0,0,0,78.8,3.2,205,-10.2,5.9,127.8,28.0
8,7,150,0.0,0.0,0.0,0,0,0,77.8,1.6,298,-9.7,0.0,120.2,27.6
8,7,175,0.0,0.0,0.0,0,0,0,79.2,3.0,127,-9.2,0.0,126.5,28.2
8,7,200,0.0,0.0,0.0,0,0,0,77.8,1.8,210,-9.8,0.0,125.0,28.1
8,7,225,0.0,0.0,0.0,0,0,0,78.4,5.0,285,-10.5,0.0,124.8,26.8
8,7,250,0.0,0.0,0.0,0,0,0,76.0,3.0,143,-9.4,0.0,128.5,27.8
8,7,275,0.0,0.0,0.0,0,0,0,77.4,2.2,200,-10.0,0.0,128.1,26.2
8,7,299,0.0,0.0,0.0,0,0,0,77.2,2.6,296,-10.8,0.0,129.0,26.4
8,8,25,0.0,0.0,0.0,0,0,0,99.4,8.6,935,-2.7,51.5,44.0,28.7
8,8,50,0.0,0.0,0.0,0,0,0,84.2,11.8,220,-9.6,23.7,111.0,29.5
8,8,75,0.0,0.0,0.0,0,0,0,82.6,6.0,102,-9.5,8.6,121.6,29.8
8,8,100,0.0,0.0,0.0,0,0,0,86.4,3.4,65,-8.5,0.0,119.4,28.8
8,8,125,0.0,0.0,0.0,0,0,0,77.8,0.6,178,-9.9,0.0,126.7,30.2
8,8,150,0.0,0.0,0.0,0,0,0,80.2,1.6,147,-9.6,0.0,126.8,29.7
8,8,175,0.0,0.0,0.0,0,0,0,78.2,2.0,163,-9.0,0.0,125.4,28.2
8,8,200,0.0,0.0,0.0,0,0,0,80.4,1.8,175,-9.2,0.2,123.1,28.6
8,8,225,0.0,0.0,0.0,0,0,0,80.8,0.8,99,-9.1,0.1,126.7,28.5
8,8,250,0.0,0.0,0.0,0,0,0,78.4,1.0,194,-9.6,2.4,126.4,30.1
8,8,275,0.0,0.0,0.0,0,0,0,79.8,1.0,69,-9.9,0.0,132.7,28.7
8,8,299,0.0,0.0,0.0,0,0,0,81.2,0.4,195,-9.3,2.2,123.3,30.6
16,1,25,0.0,0.0,0.0,0,0,0,100.0,18.0,1116,-1.3,66.6,24.1,27.0
16,1,50,2.6,0.0,0.0,0,0,0,98.8,43.0,639,-3.4,25.2,66.4,28.6
16,1,75,2.4,1.0,0.6,45,60,70,99.2,46.4,713,-3.0,20.4,71.3,28.2
16,1,100,7.0,5.2,1.2,43,50,64,98.8,34.6,646,-3.9,0.7,95.5,29.6
16,1,125,9.0,6.2,4.0,35,56,76,95.2,30.0,576,-3.2,0.3,126.2,30.6
16,1,150,11.8,8.8,5.4,41,59,69,94.4,33.8,640,-2.5,0.0,138.2,27.8
16,1,175,12.0,11.0,8.4,33,48,61,91.4,29.2,544,-1.3,0.0,168.9,26.5
16,1,200,13.6,10.4,8.0,33,46,66,92.0,43.2,597,-2.4,0.0,168.0,25.7
16,1,225,14.0,10.4,9.4,29,45,65,90.6,45.6,604,-3.6,0.0,176.6,26.6
16,1,250,16.8,14.4,12.2,33,40,62,86.6,47.8,673,-2.7,0.0,213.9,25.3
16,1,275,10.6,9.0,8.0,29,41,68,91.4,55.6,679,-3.8,0.0,150.4,27.0
16,1,299,14.2,10.2,7.4,31,47,68,92.2,39.0,723,-5.4,0.0,156.7,26.8
16,2,25,0.0,0.0,0.0,0,0,0,99.4,18.0,701,-1.8,68.4,48.4,28.2
16,2,50,0.0,0.0,0.0,0,0,0,94.4,4.0,407,-7.9,21.6,85.0,30.9
16,2,75,0.0,0.0,0.0,0,0,0,83.4,2.8,45,-8.9,14.2,118.8,29.8
16,2,100,0.0,0.0,0.0,0,0,0,82.0,3.0,55,-9.8,0.0,125.1,31.0
16,2,125,0.0,0.0,0.0,0,0,0,77.0,2.2,91,-10.2,0.6,131.1,28.7
16,2,150,0.0,0.0,0.0,0,0,0,79.4,2.2,76,-10.0,0.2,134.9,27.7
16,2,175,0.0,0.0,0.0,0,0,0,75.2,1.4,146,-10.5,0.0,135.3,25.9
16,2,200,0.0,0.0,0.0,0,0,0,77.0,0.2,302,-10.8,0.0,126.1,28.3
16,2,225,0.0,0.0,0.0,0,0,0,78.0,0.2,233,-9.8,0.0,127.6,26.4
16,2,250,0.0,0.0,0.0,0,0,0,77.4,2.2,157,-10.4,0.9,137.5,27.0
16,2,275,0.0,0.0,0.0,0,0,0,79.2,0.8,198,-9.8,0.1,131.4,26.6
16,2,299,0.0,0.0,0.0,0,0,0,77.6,0.2,200,-9.9,0.0,129.1,29.1
16,3,25,0.0,0.0,0.0,0,0,0,99.4,4.2,1202,-2.5,87.8,20.7,27.6
16,3,50,2.0,0.4,0.0,0,0,0,99.4,38.2,607,-1.6,50.7,64.9,29.0
16,3,75,5.2,2.8,1.2,45,66,81,97.8,48.0,852,-4.1,1.6,83.7,28.0
16,3,100,9.4,6.0,2.8,49,57,64,96.8,49.6,853,-4.4,6.6,108.6,28.7
16,3,125,18.6,12.6,6.4,66,73,83,84.4,28.0,1439,-3.3,0.9,145.0,24.9
16,3,150,24.2,19.4,14.2,57,68,83,73.6,22.8,1526,+0.7,0.0,205.7,24.4
16,3,175,33.4,23.0,20.2,56,65,80,68.8,17.0,1493,+4.2,0.0,259.3,24.0
16,3,200,30.0,18.8,15.6,60,67,82,72.6,21.8,1422,+1.9,0.0,228.7,22.6
16,3,225,33.2,23.4,21.0,59,69,86,65.4,15.6,1539,+3.5,5.5,262.9,23.2
16,3,250,37.4,25.4,22.8,54,62,80,69.2,22.8,1450,+3.7,3.3,300.6,22.7
16,3,275,31.6,24.4,21.0,61,69,86,63.6,12.4,1549,+3.3,0.0,254.3,22.3
16,3,299,32.2,19.4,17.4,61,69,87,65.0,10.6,1446,+3.9,0.0,225.8,23.6
16,4,25,0.0,0.0,0.0,0,0,0,100.0,6.6,1216,-7.6,6.8,35.7,28.6
16,4,50,0.0,0.0,0.0,0,0,0,96.0,25.4,324,-5.6,34.3,84.9,28.2
16,4,75,0.0,0.0,0.0,0,0,0,82.8,4.6,110,-8.6,33.3,116.9,27.6
16,4,100,0.0,0.0,0.0,0,0,0,78.2,5.8,111,-10.3,0.6,129.4,28.2
16,4,125,0.0,0.0,0.0,0,0,0,75.6,1.2,97,-10.3,0.0,134.6,27.4
16,4,150,0.0,0.0,0.0,0,0,0,78.8,3.8,116,-9.4,0.1,128.7,28.9
16,4,175,0.0,0.0,0.0,0,0,0,78.8,0.6,197,-9.7,0.0,125.7,27.4
16,4,200,0.0,0.0,0.0,0,0,0,76.8,4.6,123,-10.5,0.0,136.6,27.6
16,4,225,0.0,0.0,0.0,0,0,0,76.4,0.0,182,-10.2,0.0,128.7,26.6
16,4,250,0.0,0.0,0.0,0,0,0,74.8,4.2,146,-10.3,0.0,138.9,27.1
16,4,275,0.0,0.0,0.0,0,0,0,79.4,1.8,154,-9.4,0.0,128.9,27.2
16,4,299,0.0,0.0,0.0,0,0,0,80.0,1.8,99,-9.6,0.0,134.6,27.2
16,5,25,0.2,0.0,0.0,0,0,0,100.0,34.4,728,-3.7,39.6,43.2,26.5
16,5,50,0.0,0.0,0.0,0,0,0,91.0,17.8,268,-7.9,50.7,100.4,29.6
16,5,75,0.0,0.0,0.0,0,0,0,84.0,8.0,155,-9.0,39.4,111.0,29.0
16,5,100,0.0,0.0,0.0,0,0,0,77.0,5.2,101,-10.4,0.6,128.3,30.2
16,5,125,0.0,0.0,0.0,0,0,0,78.0,2.4,173,-10.5,0.5,127.5,28.8
16,5,150,0.0,0.0,0.0,0,0,0,77.8,1.6,148,-9.5,0.0,125.3,28.6
16,5,175,0.0,0.0,0.0,0,0,0,81.2,2.8,71,-9.4,0.1,129.4,29.0
16,5,200,0.0,0.0,0.0,0,0,0,81.2,4.6,139,-9.2,0.0,124.0,29.3
16,5,225,0.0,0.0,0.0,0,0,0,79.8,3.0,105,-10.0,0.0,126.4,27.4
16,5,250,0.0,0.0,0.0,0,0,0,78.4,2.0,91,-9.6,0.0,129.5,29.8
16,5,275,0.0,0.0,0.0,0,0,0,75.8,2.6,90,-9.9,1.1,131.6,27.7
16,5,299,0.0,0.0,0.0,0,0,0,72.2,0.2,151,-10.1,0.0,133.9,28.2
16,6,25,0.0,0.0,0.0,0,0,0,98.6,1.8,1385,-2.4,46.9,20.6,28.4
16,6,50,0.0,0.0,0.0,0,0,0,97.2,26.2,392,-10.1,7.0,93.8,29.2
16,6,75,0.0,0.0,0.0,0,0,0,80.8,4.2,130,-9.8,30.4,119.5,28.0
16,6,100,0.0,0.0,0.0,0,0,0,82.8,2.0,246,-9.5,5.7,113.0,28.8
16,6,125,0.0,0.0,0.0,0,0,0,80.6,2.2,202,-9.4,0.0,120.6,28.9
16,6,150,0.0,0.0,0.0,0,0,0,78.4,5.2,90,-9.9,0.0,132.5,29.3
16,6,175,0.0,0.0,0.0,0,0,0,80.8,3.8,79,-9.9,0.0,131.7,28.6
16,6,200,0.0,0.0,0.0,0,0,0,77.6,2.8,95,-9.7,0.0,132.6,30.0
16,6,225,0.0,0.0,0.0,0,0,0,82.0,5.6,124,-9.7,0.0,131.6,28.0
16,6,250,0.0,0.0,0.0,0,0,0,78.4,0.8,126,-8.7,0.0,126.0,28.3
16,6,275,0.0,0.0,0.0,0,0,0,77.0,4.6,102,-9.5,0.0,135.0,27.2
16,6,299,0.0,0.0,0.0,0,0,0,84.2,3.2,109,-8.7,0.0,124.2,28.7
16,7,25,0.0,0.0,0.0,0,0,0,99.0,7.6,1077,-2.5,50.5,41.6,27.8
16,7,50,0.0,0.0,0.0,0,0,0,92.8,11.8,400,-7.0,17.3,79.8,28.4
16,7,75,0.0,0.0,0.0,0,0,0,81.0,5.4,452,-10.3,0.2,107.0,27.2
16,7,100,0.0,0.0,0.0,0,0,0,83.0,7.2,94,-10.2,1.1,125.6,28.5
16,7,125,0.0,0.0,0.0,0,0,0,84.2,4.2,151,-9.3,0.0,118.6,29.2
16,7,150,0.0,0.0,0.0,0,0,0,81.0,3.0,294,-9.6,0.0,117.2,28.2
16,7,175,0.0,0.0,0.0,0,0,0,80.0,1.2,231,-9.9,0.0,123.8,28.2
16,7,200,0.0,0.0,0.0,0,0,0,79.6,2.4,414,-9.3,0.0,116.1,26.8
